Gene Name	Accession	Object ID
yjcS	b4083	EG11955
yjdF	b4121	G7825
yjdI	b4126	G7828
yjdJ	b4127	G7829
yjdM	b4108	EG10711
yjdN	b4107	EG10712
yjdP	b4487	G0-9541
yjdQ	b4654	G0-16670
yjeH	b4141	G7833
yjeI	b4144	G7834
yjeJ	b4145	G7835
yjeM	b4156	EG12475
yjeN	b4157	G7838
yjeO	b4158	G7839
yjeT	b4176	G7844
yjeV	b4670	G0-10642
yjfC	b4186	EG11812
yjfF	b4231	EG12439
yjfI	b4181	G7846
yjfJ	b4182	G7847
yjfK	b4183	G7848
yjfL	b4184	G7849
yjfM	b4185	G7850
yjfN	b4188	G7851
yjfP	b4190	G7853
yjfY	b4199	G7861
yjfZ	b4204	G7862
yjgA	b4234	EG11410
yjgH	b4248	G7879
yjgL	b4253	G7884
yjgM	b4256	G7886
yjgN	b4257	G7887
yjgR	b4263	G7890
yjgW	b4274	G7896
yjgX	b4575	G7898
yjgZ	b4277	G7899
yjhD	b4281	G7902
yjhE	b4282	G7903
yjhF	b4296	EG12548
yjhG	b4297	G7910
yjhH	b4298	G7911
yjhI	b4299	G7912
yjhP	b4306	G7916
yjhQ	b4307	G7917
yjhR	b4308	G7918
yjhU	b4295	G7909
yjhV	b4286	G7907
yjhY	b4656	G0-16671
yjhZ	b4657	G0-16672
yjiA	b4352	EG10021
yjiC	b4325	G7922
yjiG	b4329	G7926
yjiH	b4330	G7927
yjiJ	b4332	G7929
yjiK	b4333	G7930
yjiL	b4334	G7931
yjiM	b4335	G7932
yjiN	b4336	G7933
yjiR	b4340	G7936
yjiS	b4341	G7937
yjiT	b4342	G7938
yjiV	b4486	EG11386
yjiX	b4353	G7941
yjjA	b4360	EG11214
yjjB	b4363	EG11215
yjjG	b4374	EG12115
yjjI	b4380	EG12171
yjjP	b4364	G7946
yjjQ	b4365	G7947
yjjU	b4377	G7951
yjjV	b4378	G7952
yjjW	b4379	G7953
yjjX	b4394	EG12600
yjjY	b4402	G7954
yjjZ	b4567	G0-10474
yjtD	b4403	EG12309
ykfA	b0253	G6128
ykfB	b0250	G6125
ykfC	b0258	G6133
ykfF	b0249	G6124
ykfG	b0247	G6122
ykfH	b4504	G0-10432
ykfI	b0245	G6120
ykfJ	b0235	G6119
ykfK	b4628	G0-10615
ykfL	b4627	G0-10614
ykfM	b4586	G0-10583
ykfN	b4626	G0-16715
ykfO	b4815	G0-17090
ykgA	b0300	G6170
ykgE	b0306	G6176
ykgF	b0307	G6177
ykgG	b0308	G6178
ykgH	b0310	G6180
ykgJ	b0288	G6159
ykgL	b0295	G6166
ykgM	b0296	G6167
ykgO	b4506	G0-10434
ykgP	b4630	G0-16716
ykgQ	b4631	G0-10682
ykgR	b4671	G0-10654
ykgS	b4688	G0-16674
ykgV	b4729	G0-16724
ykiA	b0392	G6231
ykiB	b0370	G6221
ykiC	b4731	G0-16726
ykiD	b4732	G0-16727
ykiE	b4801	G0-17047
ylaC	b0458	G6253
ylbE	b4572	G6288
ylbF	b0520	G6289
ylbG	b0502	G6273
ylbH	b0499	G6271
ylbI	b4632	G0-16713
ylcG	b4509	G0-10435
ylcH	b4588	G0-10584
ylcI	b4589	G0-10585
ylcJ	b4733	G0-16728
yldA	b4734	G0-16729
yliI	b0837	G6437
yliL	b0816	G6419
yliM	b4736	G0-16731
yljB	b4770	G0-17016
ymcE	b0991	G6512
ymcF	b4723	G0-16688
ymdA	b1044	G6549
ymdB	b1045	G6550
ymdE	b1028	G6535
ymdF	b4518	G0-10443
ymdG	b4737	G0-16732
ymfA	b1122	G6579
ymfD	b1137	G6582
ymfE	b1138	G6583
ymfH	b1142	G6586
ymfI	b1143	G6587
ymfJ	b1144	G6588
ymfK	b1145	G6589
ymfL	b1147	G6591
ymfM	b1148	G6592
ymfN	b1149	G6593
ymfQ	b1153	G6597
ymfR	b1150	G6594
ymfT	b1146	G6590
ymgA	b1165	G6605
ymgC	b1167	G6607
ymgD	b1171	G6611
ymgE	b1195	G6624
ymgF	b4520	G0-10261
ymgG	b1172	G6612
ymgI	b4593	G0-10589
ymgJ	b4594	G0-10590
ymgK	b4738	G0-16733
ymgL	b4739	G0-16734
ymgM	b4740	G0-16735
ymgN	b4816	G0-17091
ymiA	b4522	G0-10512
ymiB	b4672	G0-16673
ymiC	b4741	G0-16736
ymiD	b4772	G0-17018
ymjA	b1295	G6642
ymjB	b4524	G0-10445
ymjC	b4525	G0-10446
ymjD	b4673	G0-10645
ymjE	b4742	G0-16737
ynaA	b1368	G6691
ynaE	b1375	G6698
ynaI	b1330	G6666
ynaJ	b1332	G6668
ynaK	b1365	G6688
ynaL	b4743	G0-8900
ynaM	b4744	G0-16738
ynaN	b4773	G0-17019
ynbA	b1408	G6727
ynbB	b1409	G6728
ynbC	b1410	G6729
ynbD	b1411	G6730
ynbE	b1382	G6704
ynbG	b4674	G0-10646
yncE	b1452	G6763
yncG	b1454	G6765
yncH	b1455	G6766
yncI	b1459	G6767
yncJ	b1436	G6747
yncK	b4578	G0-10557
yncL	b4598	G0-8887
yncO	b4745	G0-16739
yncP	b4774	G0-17020
yneE	b1520	G6807
yneG	b1523	G6809
yneK	b1527	G6813
yneL	b1506	G6796
yneO	b4696	EG11780
yneP	b4747	G0-16741
ynfA	b1582	G6840
ynfB	b1583	G6841
ynfC	b1585	G6843
ynfD	b1586	G6844
ynfE	b1587	G6845
ynfF	b1588	G6846
ynfG	b1589	G6847
ynfH	b1590	G6848
ynfL	b1595	G6853
ynfM	b1596	G6854
ynfN	b1551	G6824
ynfO	b4533	G0-10452
ynfP	b4534	G0-10559
ynfQ	b4724	G0-16689
ynfR	b4749	G0-16743
ynfS	b4750	G0-16744
ynfT	b4748	G0-16742
ynfU	b4776	G0-17022
ynhH	b4817	G0-17092
yniA	b1725	G6930
yniB	b1726	G6931
yniD	b4535	G0-10453
ynjA	b1753	G6948
ynjB	b1754	G6949
ynjC	b1755	G6950
ynjD	b1756	G6951
ynjE	b1757	G6952
ynjF	b1758	G6953
ynjH	b1760	G6955
ynjI	b1762	G6956
yoaA	b1808	G6992
yoaB	b1809	G6993
yoaC	b1810	G6994
yoaE	b1816	G6997
yoaF	b1793	G6979
yoaG	b1796	G6982
yoaH	b1811	G6995
yoaI	b1788	G6974
yoaJ	b4675	G0-10648
yoaK	b4676	G0-10649
yoaL	b4751	G0-16745
yoaM	b4779	G0-17025
yobA	b1841	G7014
yobB	b1843	G7015
yobD	b1820	G6998
yobF	b1824	G7000
yobH	b4536	G0-10454
yobI	b4677	G0-10644
yodB	b1974	G7062
yodC	b1957	G7050
yodD	b1953	G7046
yodE	b4780	G0-17026
yoeA	b4582	G7075
yoeB	b4539	G0-9121
yoeD	b4642	G0-16655
yoeF	b4538	G0-10456
yoeG	b4640	G0-16657
yoeH	b4641	G0-16656
yoeI	b4678	G0-10643
yoeJ	b4818	G0-17093
yohC	b2135	EG12016
yohD	b2136	EG12017
yohF	b2137	EG12019
yohJ	b2141	EG12023
yohK	b2142	EG12024
yohO	b4542	G0-10459
yohP	b4679	G0-10652
yojI	b2211	EG12070
yojO	b4604	G0-10595
ypaA	b4543	G0-10561
ypaB	b4605	G0-10596
ypdC	b2382	G7245
ypdE	b2384	G7247
ypdF	b2385	G7248
ypdI	b2376	G7239
ypdJ	b4545	G0-10461
ypdK	b4680	G0-10647
ypeA	b2434	G7269
ypeB	b4546	G0-10462
ypeC	b2390	G7252
ypeD	b4819	G0-17094
ypfG	b2466	G7295
ypfH	b2473	G7296
ypfJ	b2475	G7298
ypfM	b4606	G0-8888
ypfN	b4547	G0-10463
yphA	b2543	G7337
yphB	b2544	G7338
yphC	b2545	G7339
yphD	b2546	G7340
yphE	b2547	G7341
yphF	b2548	G7342
yphG	b2549	G7343
yphH	b2550	G7344
ypjA	b2647	G7382
ypjB	b2649	G7384
ypjC	b2650	G7385
ypjD	b2611	G7355
ypjF	b2646	G7381
ypjI	b4644	G0-16653
ypjJ	b4548	G0-10464
ypjK	b2635	G7370
yqaA	b2689	G7407
yqaB	b2690	G7408
yqaE	b2666	G7396
yqcA	b2790	G7448
yqcC	b2792	G7450
yqcE	b2775	EG13174
yqcG	b4682	G0-10655
yqeA	b2874	G7493
yqeB	b2875	G7494
yqeC	b2876	G7495
yqeF	b2844	G7464
yqeG	b2845	G7465
yqeH	b2846	G7466
yqeI	b2847	G7467
yqeJ	b2848	G7468
yqeK	b2849	G7469
yqeL	b4683	G0-10650
yqfB	b2900	G7513
yqfE	b2915	G7515
yqfG	b4684	G0-10656
yqfH	b4753	G0-16747
yqfI	b4754	G0-16748
yqgA	b2966	G7534
yqgB	b2939	G7521
yqgC	b2940	G7522
yqgD	b2941	G7523
yqgE	b2948	G7524
yqgF	b2949	G7525
yqgG	b4784	G0-17030
yqgH	b4785	G0-17031
yqhA	b3002	G7559
yqhC	b3010	G7563
yqhD	b3011	G7564
yqhG	b3013	G7566
yqhH	b3014	G7567
yqhI	b4755	G0-16749
yqhJ	b4786	G0-17032
yqiA	b3031	G7578
yqiB	b3033	G7580
yqiD	b4756	G0-16750
yqiG	b3046	G7585
yqiH	b3047	G7586
yqiI	b3048	G7587
yqiJ	b3050	G7588
yqiK	b3051	G7589
yqiM	b4787	G0-17033
yqjA	b3095	G7609
yqjC	b3097	G7611
yqjD	b3098	G7612
yqjE	b3099	G7613
yqjF	b3101	G7615
yqjG	b3102	G7616
yqjK	b3100	G7614
yraH	b3142	G7637
yraI	b3143	G7638
yraJ	b3144	G7639
yraK	b3145	G7640
yraN	b3148	G7643
yraQ	b3151	G7645
yraR	b3152	G7646
yrbG	b3196	EG12802
yrbL	b3207	G7667
yrbN	b4685	G0-10651
yrdA	b3279	G7696
yrdB	b3280	G7697
yrdD	b3283	G7699
yrdE	b4646	G0-16661
yrdF	b4697	G0-16676
yrdG	b4846	G0-17130
yrfG	b3399	G7742
yrfJ	b4820	G0-17095
yrhA	b3443	G7760
yrhB	b3446	G7763
yrhC	b4552	G0-10563
yrhD	b4612	G0-10603
yriA	b4791	G0-17037
yriB	b4792	G0-17038
ysaA	b3573	EG12277
ysaB	b4553	G0-10467
ysaC	b4648	G0-16664
ysaD	b4649	G0-16665
ysaE	b4793	G0-17039
ysdD	b4757	G0-16751
ysdE	b4798	G0-17044
ysgA	b3830	G7804
ysgD	b4799	G0-17045
yshB	b4686	G0-10657
ytcA	b4622	G0-10608
ytcB	b4821	G0-17099
ytfA	b4205	G7863
ytfB	b4206	G7864
ytfE	b4209	G7866
ytfF	b4210	G7867
ytfH	b4212	G7869
ytfI	b4215	G7870
ytfJ	b4216	G7871
ytfK	b4217	G7872
ytfP	b4222	G7876
ytfQ	b4227	EG12517
ytfR	b4485	EG12518
ytfT	b4230	EG12520
ytgA	b4800	G0-17046
ytgB	b4822	G0-17096
ythA	b4655	G0-10616
ythB	b4802	G0-17048
ytiA	b4715	G0-16640
ytiB	b4767	G0-17013
ytiC	b4720	G0-16686
ytiD	b4721	G0-16687
ytiE	b4823	G0-17097
ytjA	b4568	G0-10475
ytjB	b4387	EG10951
ytjC	b4395	EG12164
ytjE	b4824	G0-17098
yzcX	b3808	G7802
yzfA	b4223	EG11213
yzgL	b3427	G7752
zapA	b2910	EG12878
zapB	b3928	EG11878
zapC	b0946	G6486
zapD	b0102	EG12313
zapE	b3232	G7680
zapG	b3233	G7681
zbiJ	b4814	G0-17089
zinT	b1973	G7061
zipA	b2412	G7258
zitB	b0752	G6393
zntA	b3469	EG12215
zntB	b1342	G6674
zntR	b3292	EG11969
znuA	b1857	G7017
znuB	b1859	EG12368
znuC	b1858	G7018
zraP	b4002	EG11918
zraR	b4004	EG10482
zraS	b4003	EG10008
zupT	b3040	EG11167
zur	b4046	EG11929
zwf	b1852	EG11221
