gene,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
b1336,19,19,9,5,5,2,32,29,19,45,35,36,0,0,0,4,3,0,0,2,0,1,3,2,21,10,8,6,3,11,26,32,22,17,25,17,14,16,10,23,26,38,35,32,26,22,40,50,0,0,0,0,0,0,0,0,0,0,1,0
b1337,41,18,26,17,12,6,42,42,44,41,39,61,0,0,0,3,0,6,0,5,0,4,7,0,33,17,31,5,4,5,45,37,56,23,38,27,45,27,42,43,46,54,52,54,58,56,45,78,0,0,0,0,1,0,0,0,0,0,0,0
b1338,21,25,19,12,15,3,29,49,39,59,58,56,0,3,0,6,5,2,0,0,0,4,2,0,26,17,10,6,7,6,37,39,50,28,15,27,24,17,16,44,46,51,54,63,40,60,78,61,0,0,0,0,0,0,0,0,0,0,0,0
b1339,105,69,89,28,69,23,174,248,400,164,173,142,0,0,5,11,23,3,2,5,1,22,41,5,310,154,143,17,20,35,125,132,199,53,90,52,296,66,116,144,296,383,161,255,332,192,169,202,0,0,0,0,1,0,0,3,0,0,0,0
b1340,417,480,202,172,242,136,221,192,281,303,416,254,6,9,3,50,56,11,4,13,5,49,16,10,278,279,102,83,81,73,220,258,161,185,195,146,223,142,132,519,749,939,239,224,294,354,386,349,1,1,0,0,0,0,0,1,0,0,0,0
b1341,1097,1172,382,899,1040,553,6413,7413,3175,2695,2768,2524,0,5,1,501,452,200,0,2,1,68,32,14,260,379,77,544,536,464,1763,2422,2747,1444,1657,1241,278,1000,577,2308,2247,2929,6359,6782,3480,2388,2501,2000,1,1,0,2,12,0,2,7,0,3,2,0
b1342,299,577,264,913,1058,666,1722,1735,784,1002,1204,873,4,11,4,182,190,89,0,9,4,103,53,9,216,300,156,443,462,413,1327,1753,960,943,1062,858,251,359,266,2157,1853,2267,1541,1799,818,1069,1124,993,3,1,0,1,3,0,0,3,0,0,1,0
b1343,1058,581,572,290,305,125,877,778,413,1182,1229,857,0,11,4,104,81,25,1,3,3,5,20,8,254,211,368,132,101,77,503,448,297,770,961,766,285,309,107,2019,1628,1943,921,746,528,1377,1130,1135,0,0,0,4,0,0,2,5,0,0,0,1
b1344,2405,1898,1986,228,297,178,581,833,1278,972,1176,815,9,7,18,87,49,11,4,13,4,63,44,22,1049,1052,1336,110,123,80,380,535,730,384,404,287,1040,706,304,1091,958,1037,470,735,1057,1095,1080,660,0,0,0,1,4,0,1,18,0,1,3,0
b1345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1374,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1376,1754,4848,976,1993,2649,1174,15884,13974,3571,18899,19325,22653,35,21,46,541,646,153,14,58,13,743,272,221,4083,6795,2330,917,882,417,18738,18318,6966,8013,7950,7495,2811,5702,4536,2894,3322,4749,16776,19779,5021,16961,19899,20613,3,5,0,14,36,0,6,59,0,6,4,5
b1377,23,25,15,13,6,12,10,10,6,12,14,14,0,0,0,1,0,0,0,1,0,1,0,1,13,14,6,2,1,4,13,16,17,7,6,6,6,10,11,16,37,44,10,11,19,18,20,5,0,0,0,0,0,0,0,0,0,0,0,0
b1378,10591,10982,14433,15322,14481,10824,14357,15054,7658,13900,17640,11442,25,16,20,2086,1435,1403,15,93,8,354,260,84,2515,3981,1810,8208,7157,4223,14286,13262,5963,13129,12682,10645,3149,11405,3103,26698,20035,22057,15181,18790,7809,12880,18139,11533,5,7,0,14,26,0,14,65,0,6,14,1
b1379,348,430,420,591,597,393,492,365,151,827,912,706,0,0,3,139,73,52,0,5,0,9,7,2,47,66,53,310,264,143,477,432,114,666,838,563,107,203,167,1084,863,1026,626,599,166,805,943,537,0,0,0,0,0,0,2,3,0,0,0,0
b1380,1378,2389,1751,453,630,332,1376,1060,1192,1067,1386,1169,3,3,3,121,104,27,2,22,0,121,42,26,431,659,568,185,168,190,1598,1657,1312,891,847,887,494,1790,1515,1399,1605,2032,1893,1262,1895,1058,1327,990,2,1,0,6,2,0,1,16,0,0,3,0
b1381,443,498,328,325,292,219,433,395,384,572,663,508,1,0,1,104,59,36,0,9,3,57,38,8,399,380,225,205,173,121,400,281,325,410,512,395,448,370,228,662,650,730,519,525,438,611,624,559,0,0,0,0,0,0,0,2,0,0,0,0
b1382,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1383,19,59,29,18,25,16,73,81,63,28,50,27,0,0,0,7,9,3,0,0,0,6,1,0,33,26,19,9,17,15,57,44,56,26,34,17,32,47,31,64,66,73,72,68,66,36,35,13,0,0,0,0,0,0,0,0,0,0,0,0
b1384,55,44,27,105,204,61,245,417,117,254,224,277,2,0,0,21,57,14,0,0,0,10,11,3,110,78,35,37,60,117,89,109,71,70,78,76,142,63,146,386,637,931,228,378,104,271,183,337,0,0,0,0,1,0,0,1,0,0,0,0
b1385,192,313,111,506,606,380,767,675,243,1129,1191,1177,0,0,1,100,70,35,1,0,0,25,13,9,197,207,84,251,170,184,528,537,333,653,618,499,167,323,177,1263,1072,1288,1006,866,301,1045,1244,1252,0,0,0,1,1,0,1,2,0,2,1,0
b1386,56,71,39,44,36,40,84,83,49,130,142,58,1,3,0,24,14,0,0,0,0,1,5,7,54,43,11,20,8,16,35,57,38,52,51,51,40,28,22,119,78,98,104,66,43,86,154,53,0,0,0,0,0,0,1,0,0,0,0,0
b1387,39,25,33,155,167,20,33,38,30,501,471,85,0,0,0,65,61,4,1,1,0,0,2,0,21,27,13,6,4,12,17,20,16,149,369,189,24,21,29,74,56,60,39,48,33,88,536,54,0,0,0,0,0,0,0,0,0,0,0,0
b1388,6,11,12,2038,1953,2,59,71,33,2691,2298,158,0,0,0,561,722,0,0,1,0,1,3,2,9,2,9,3,1,2,7,14,10,948,2180,1191,16,5,28,24,50,37,69,110,23,336,2833,164,1,0,0,1,1,0,2,0,0,0,0,0
b1389,0,1,0,104,87,0,0,4,2,238,209,22,0,0,0,71,81,0,0,4,0,0,0,0,2,0,0,1,0,1,2,1,3,56,150,119,0,2,0,2,1,6,7,8,3,32,317,27,0,0,0,0,0,0,0,0,0,0,0,0
b1390,5,10,6,1049,862,4,38,41,8,2858,2595,166,0,0,0,306,338,0,0,0,0,8,0,1,8,3,10,1,5,2,6,8,11,789,1978,948,12,10,14,21,17,23,41,37,11,290,2896,168,2,1,0,1,0,0,2,1,0,0,0,0
b1391,8,10,14,724,495,1,37,22,13,2196,2135,149,1,0,0,256,243,0,0,0,0,1,0,0,7,4,9,1,0,0,8,7,13,543,1366,753,8,8,20,24,11,19,38,34,14,242,2621,121,0,0,0,1,1,0,0,0,0,1,0,0
b1392,14,19,16,1140,901,20,93,113,25,4735,5150,282,0,0,0,499,461,1,0,0,2,1,1,1,26,17,13,37,13,15,29,43,15,1224,3053,1472,21,20,34,72,67,58,94,98,40,501,5215,261,0,2,0,2,1,0,2,1,0,0,0,0
b1393,12,16,15,351,277,3,26,41,16,1800,2156,95,0,0,0,152,157,0,0,0,0,0,0,0,13,10,5,4,4,4,6,11,11,447,1309,573,8,12,5,16,16,18,41,32,16,153,2145,118,1,1,0,1,1,0,0,1,0,1,0,0
b1394,15,22,20,333,248,6,33,38,15,1802,2501,114,0,0,0,140,129,0,0,0,0,1,0,0,17,8,9,3,5,1,19,32,15,510,1461,676,22,18,11,31,31,22,57,34,26,177,2226,125,0,1,0,0,2,0,1,1,0,0,0,0
b1395,38,37,36,737,607,17,121,109,53,4143,5950,285,4,0,0,378,296,0,0,0,0,0,1,3,39,37,12,21,17,7,25,136,41,1244,3455,1461,32,37,31,106,91,87,134,114,66,446,5637,290,1,0,0,0,0,0,0,4,0,0,0,0
b1396,6,8,5,102,86,0,29,26,13,573,771,46,0,0,0,56,36,0,0,0,0,5,1,0,8,3,4,0,1,1,8,24,5,180,409,153,5,3,6,11,21,21,40,19,7,56,825,51,0,0,0,1,0,0,0,0,0,0,0,0
b1397,59,61,50,1000,868,156,541,366,97,4602,6814,991,3,0,0,483,436,20,0,1,0,4,5,2,75,78,55,112,57,61,89,357,73,1696,4359,1954,70,57,87,509,429,628,646,299,110,805,6671,1197,2,0,0,1,1,0,1,0,0,2,2,0
b1398,123,86,72,1026,854,202,977,439,113,5761,8333,1676,0,0,2,425,330,33,1,0,1,9,0,2,105,87,73,147,96,88,166,560,131,1765,4790,2157,99,104,92,687,708,813,1154,388,170,1073,7969,1720,0,0,0,0,2,0,1,0,0,2,1,0
b1399,236,320,186,393,429,171,1061,920,430,1676,2167,850,1,4,3,162,90,37,0,12,0,36,37,6,177,215,105,143,146,130,557,786,393,779,1368,777,141,244,158,873,642,562,1176,968,435,894,2078,948,0,1,0,1,1,0,0,0,0,1,0,0
b1400,138,179,121,399,328,179,611,447,247,793,1258,448,0,4,0,116,88,29,0,4,0,22,12,3,99,102,56,207,177,107,211,328,186,643,898,590,120,155,121,525,440,369,677,465,271,348,1122,537,0,1,0,1,1,0,0,1,0,0,1,0
b1402,43,33,22,28,26,11,86,74,51,59,69,44,0,0,0,2,4,3,1,2,1,4,5,4,52,34,39,16,6,14,44,47,39,32,44,22,58,37,44,71,53,101,91,84,37,46,52,48,0,0,0,0,0,0,0,0,0,0,0,0
b1403,17,31,20,17,22,9,73,63,17,53,51,53,0,1,0,3,7,2,1,0,0,2,4,0,25,35,28,11,5,6,47,30,27,27,20,22,34,20,25,61,55,94,62,57,39,53,58,33,1,0,0,0,0,0,0,0,0,0,0,0
b1404,30,39,10,35,34,16,58,60,27,57,60,37,0,0,0,10,4,4,0,1,0,3,3,2,10,9,6,7,9,5,68,59,16,30,43,26,30,13,12,84,76,69,50,62,41,33,32,19,0,0,0,0,0,0,0,0,0,0,0,0
b1406,177,180,103,386,543,326,507,544,439,646,669,813,1,0,2,93,87,41,2,6,2,45,21,8,201,149,94,97,119,126,283,269,469,449,437,435,204,244,310,1215,1527,2054,608,675,529,658,746,703,1,0,0,0,1,0,0,0,0,0,0,0
b1407,27,24,14,3,4,0,27,21,40,10,23,11,0,0,2,0,5,0,0,1,2,8,5,3,15,12,12,1,0,4,22,15,14,5,8,12,23,15,14,22,15,21,35,49,32,18,33,13,0,0,0,0,0,0,0,0,0,0,0,0
b1408,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
b1409,4,1,0,1,2,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,1,1,0,4,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
b1410,47,47,31,11,31,16,73,61,58,62,70,58,0,2,1,4,8,3,0,2,0,4,7,0,32,33,15,10,7,7,36,50,38,34,28,16,44,42,20,40,50,70,72,75,40,65,76,58,0,0,0,1,0,0,0,0,0,0,0,0
b1411,135,128,103,144,205,110,71,77,63,180,224,155,0,3,2,48,31,18,0,2,0,13,8,8,140,102,73,81,64,49,91,69,58,150,131,117,128,135,52,420,314,329,110,118,67,246,250,177,0,0,0,1,0,0,0,2,0,0,0,0
b1412,284,235,354,45,23,40,400,383,493,163,197,118,2,7,1,128,56,954,3,16,1,35,40,9,232,136,175,59,36,3067,263,179,317,85,127,82,420,316,359,2184,6078,1140,396,553,472,220,191,146,1,0,0,1,0,0,2,0,0,1,0,0
b1413,3867,3137,4841,1276,1341,853,2585,2598,3092,3674,3867,3303,19,25,33,330,256,167,23,71,8,291,231,57,2746,2118,4039,574,485,855,2107,1863,2170,2157,2431,2132,3019,3684,3595,3733,3467,3549,2885,3526,3013,3785,3959,3326,4,2,0,2,7,0,1,19,0,0,1,2
b1414,948,1086,493,335,488,267,677,734,689,1111,1168,986,3,5,4,70,64,29,2,13,6,99,80,33,824,800,329,93,95,123,669,496,426,467,524,408,954,799,444,1312,1611,1989,696,921,649,1050,1170,1091,1,0,0,1,6,0,0,10,0,1,2,0
b1415,870,693,623,3564,4829,1990,15941,24505,7933,36301,35296,55770,3,17,8,697,793,251,13,60,3,705,266,120,2911,1707,1471,1122,1007,1686,5980,3991,2746,7631,12317,9245,3441,800,5332,8658,15577,20374,18567,35986,7800,33267,33256,67591,6,3,0,11,40,0,7,18,0,17,5,4
b1418,319,257,315,43,71,28,754,1027,888,287,311,228,0,3,3,25,21,11,3,13,0,71,48,14,334,246,190,25,23,29,456,404,677,129,147,117,487,112,314,163,237,218,723,1210,1010,328,247,155,1,0,0,0,1,0,2,1,0,0,0,0
b1419,335,331,417,64,97,58,290,291,236,170,169,206,1,1,12,17,14,12,0,2,0,27,17,22,358,338,348,27,37,29,133,134,295,116,98,123,348,268,641,171,185,194,287,490,391,214,190,137,0,0,0,1,1,0,0,1,0,0,0,0
b1420,2,2,4,0,1,0,3,3,8,8,4,14,0,0,0,0,0,1,0,0,0,1,0,2,2,1,8,0,0,2,9,0,1,0,1,1,1,0,6,4,2,5,3,12,9,3,11,9,0,0,0,0,0,0,0,0,0,0,0,0
b1421,154,98,47,187,176,143,114,92,67,131,165,106,0,0,4,20,36,12,0,0,0,13,9,3,81,59,46,112,105,46,90,130,83,133,94,122,84,41,47,427,355,328,101,131,74,157,176,111,0,0,0,0,1,0,0,1,0,0,0,0
b1422,73,42,61,128,130,85,1061,1602,438,453,314,872,0,1,0,35,22,16,0,1,0,7,3,0,182,81,113,50,53,50,324,227,275,99,102,128,160,37,316,345,489,621,1063,2159,364,520,492,1048,0,0,0,0,1,0,0,1,0,0,0,0
b1423,188,321,71,2191,3873,1097,3388,5865,2565,6716,5471,8046,0,4,1,198,346,110,3,10,10,167,59,37,259,447,53,635,789,1521,2157,2404,2665,2380,2226,2228,237,1202,491,4116,8447,10826,4033,6527,1933,6119,5713,9352,1,1,0,4,7,0,2,4,0,2,3,0
b1424,1472,1294,1300,405,508,259,1335,1918,2549,1539,1635,1513,37,29,23,117,105,35,14,54,24,228,179,34,1826,994,1986,158,153,184,838,863,1447,598,718,650,1528,1526,869,1667,1761,2153,1444,2020,2768,1546,1592,1764,0,2,0,3,3,0,1,8,0,2,1,0
b1426,58,174,58,32,52,19,1278,1103,252,563,615,487,6,2,2,7,2,7,0,8,6,76,29,21,482,489,263,21,22,31,451,447,418,102,120,124,403,353,532,71,51,62,1621,2315,396,809,675,157,0,0,0,2,0,0,1,2,0,0,1,0
b1427,198,134,66,53,48,32,190,302,355,269,281,152,4,1,1,7,15,6,0,7,5,32,12,3,161,116,76,20,19,17,165,238,234,65,88,65,122,110,41,124,210,199,154,261,273,236,266,132,0,0,0,1,0,0,1,0,0,0,0,0
b1428,190,357,70,1381,1500,696,2703,2309,333,2257,2255,2208,0,0,3,346,300,179,0,3,2,37,11,5,133,176,60,843,597,474,2676,2645,790,2014,1791,1483,119,277,271,3235,3244,3322,2815,2596,404,1977,2331,2345,1,1,0,0,6,0,0,1,0,2,1,0
b1429,616,405,235,65,96,44,145,168,150,231,268,182,2,4,3,33,17,6,0,3,1,17,12,8,243,201,181,31,27,31,208,163,122,125,147,115,405,173,164,223,258,268,175,199,199,240,202,167,0,0,0,0,0,0,0,3,0,0,0,0
b1430,1734,1057,850,37,49,37,430,392,659,224,220,200,11,5,9,16,6,2,6,23,2,61,56,21,695,392,559,24,16,21,147,145,474,92,105,82,2002,580,616,144,148,138,474,586,644,270,186,107,2,0,0,3,0,0,1,7,0,0,0,1
b1431,1668,1421,475,2003,3626,1811,2299,2116,1005,3025,3705,2889,6,1,11,533,440,102,3,15,3,73,34,30,882,643,291,1127,1468,527,1907,1834,1010,3742,3362,3091,733,1157,337,5029,9388,11398,2278,2209,876,2823,3237,925,1,5,0,4,4,0,2,10,0,2,2,0
b1432,694,724,484,118,122,91,613,588,405,758,1093,583,9,6,6,41,28,11,2,16,3,84,58,31,681,723,361,47,56,62,607,518,542,382,504,297,715,640,460,452,637,742,747,841,518,928,1022,610,0,0,0,1,2,0,1,9,0,0,1,0
b1433,44,66,47,30,20,10,104,135,217,117,101,109,0,2,3,9,7,3,1,3,0,17,4,3,140,115,101,12,8,6,57,52,153,28,30,58,129,112,73,76,72,97,97,181,155,116,120,127,0,0,0,0,0,0,0,0,0,0,0,0
b1434,140,187,93,21,17,14,84,77,78,65,95,59,0,2,3,5,1,2,0,2,0,8,5,1,92,80,58,6,2,3,49,48,58,30,44,18,105,101,44,44,47,55,62,76,80,76,79,92,0,0,0,0,0,0,0,0,0,1,0,0
b1435,3346,2553,1863,51,100,43,357,445,1072,653,719,410,7,11,27,22,22,6,7,27,10,98,69,18,998,820,951,16,23,31,231,197,385,184,197,153,1198,900,365,490,589,554,399,575,1284,900,738,524,1,0,0,0,1,0,0,13,0,0,1,0
b1436,15,5,9,8,15,7,16,17,13,29,25,27,0,0,0,2,1,4,1,0,0,3,0,0,19,13,8,4,6,3,37,23,16,27,14,20,5,5,8,29,29,22,28,24,20,31,29,31,0,0,0,0,0,0,0,0,0,0,0,0
b1438,122,151,86,40,28,25,100,109,130,149,143,95,1,2,1,9,15,3,0,2,6,3,4,2,132,86,48,25,16,26,141,133,104,61,95,57,110,148,82,81,111,131,144,160,150,123,170,55,0,0,0,0,1,0,0,0,0,0,0,0
b1439,356,377,227,84,67,49,408,449,616,344,398,208,3,3,3,26,16,8,1,1,5,37,10,10,405,287,164,38,28,45,450,368,307,170,194,181,255,242,119,204,286,373,349,438,563,420,396,164,0,0,0,0,0,0,0,0,0,0,1,0
b1440,201,393,79,1830,2567,1106,7491,10106,3874,20418,16765,30405,3,1,7,252,227,130,6,12,6,256,102,70,426,746,69,681,709,625,4482,4582,4520,3101,3055,2635,298,1617,634,2396,3922,4714,10752,12788,3472,14149,18541,25234,2,5,0,4,23,0,8,5,0,6,8,0
b1441,33,55,21,139,202,67,1525,2041,859,3149,3023,4083,1,0,0,19,24,7,2,1,0,41,16,8,84,127,11,62,42,57,653,789,956,382,434,419,32,252,101,184,307,357,1921,2467,1247,2754,3259,4371,0,0,0,0,2,0,0,3,0,0,1,0
b1442,20,27,16,64,74,41,300,338,245,888,1049,1159,0,0,1,10,7,6,0,0,0,9,2,2,59,63,15,23,30,21,148,217,289,151,208,189,20,71,52,110,142,195,358,426,326,826,1156,1166,4,0,0,0,1,0,0,0,0,0,0,0
b1443,161,435,25,67,121,45,1988,1698,764,3925,3803,4565,2,0,1,12,22,11,0,0,0,15,12,8,186,360,14,36,31,22,723,1153,1592,503,578,569,46,509,102,103,246,402,2272,1849,1107,3232,4055,5163,1,1,0,1,2,0,1,3,0,2,0,0
b1444,991,3571,134,366,443,175,10838,8422,3498,18217,20028,26044,5,0,4,77,72,27,1,5,2,104,30,16,840,2531,59,141,109,71,5092,6738,7399,2514,3096,2746,338,3740,448,531,1122,1671,14447,9148,4853,17858,19653,26680,3,5,0,9,17,0,9,15,0,3,8,0
b1445,33,13,12,5,12,9,50,40,71,48,58,58,0,1,0,3,3,0,0,0,0,0,1,8,23,21,9,10,15,6,12,34,76,6,6,11,16,11,11,31,36,36,29,43,36,43,51,53,0,0,0,0,1,0,0,0,0,0,0,0
b1446,152,291,163,154,171,113,380,311,228,472,488,341,0,3,5,63,30,27,1,9,3,36,67,18,269,230,191,49,50,88,312,261,221,279,264,290,280,227,430,507,561,877,408,586,253,546,542,353,1,1,0,1,2,0,0,3,0,0,1,0
b1447,129,94,85,28,28,26,36,37,55,75,90,53,12,3,2,10,5,5,0,5,0,3,5,0,69,30,49,4,9,12,17,14,32,26,63,60,138,44,38,58,68,89,39,41,59,82,97,40,0,0,0,0,0,0,0,1,0,0,1,0
b1448,479,427,441,79,77,36,310,414,336,266,386,206,6,6,2,18,29,3,4,10,3,43,58,20,334,234,264,20,26,30,317,262,287,180,187,129,632,353,412,264,305,358,305,392,252,302,383,227,0,0,0,0,4,0,0,0,0,1,0,0
b1449,418,613,135,1379,2195,1012,1929,1908,885,1843,2164,2060,3,1,6,286,331,170,2,9,4,45,14,7,329,434,79,544,602,824,1699,1523,1149,1684,1629,1554,174,706,362,5603,6383,7280,2122,1984,968,1949,2068,1774,0,0,0,2,1,0,1,2,0,2,0,0
b1450,55,83,40,102,106,58,855,899,318,242,277,206,0,0,0,28,29,10,1,1,0,12,1,3,14,29,4,42,54,30,310,543,176,137,106,140,14,33,17,322,533,423,675,464,401,194,196,114,0,0,0,1,1,0,0,2,0,1,0,0
